entity_id,year_recorded,indicator_score,group_tag,metric_inflation,trade,metric_industry_share
Norway,1990,18004,GermanyCase,4.1130328,74.734642,35.660439
Norway,1991,19212,GermanyCase,3.4206829,72.622849,34.552021
Norway,1992,20185,GermanyCase,2.3421161,69.547249,34.170551
Norway,1993,21088,GermanyCase,2.2714889,70.125801,33.764042
Norway,1994,22534,GermanyCase,1.398555,70.586227,34.258579
Norway,1995,23874,GermanyCase,2.4564049,70.103203,35.352779
Norway,1996,26263,GermanyCase,1.2586941,72.619583,37.7201
Norway,1997,27776,GermanyCase,2.5807409,75.462173,38.262901
Norway,1998,27294,GermanyCase,2.255686,74.282089,33.82029
Norway,1999,30011,GermanyCase,2.3331389,74.282089,35.71146
Norway,2000,36273,GermanyCase,3.0860679,74.282089,42.95295
Norway,2001,37078,GermanyCase,3.0173781,74.282089,40.874199
Norway,2002,36617,GermanyCase,1.288146,74.282089,37.908371
Norway,2003,37245,GermanyCase,2.4753971,74.282089,37.516239
Switzerland,1960,3387,GermanyCase,1.845371,53.253502,36.266361
Switzerland,1961,3625,GermanyCase,1.845371,54.593182,36.266361
Switzerland,1962,3788,GermanyCase,4.3156161,54.494743,36.266361
Switzerland,1963,3946,GermanyCase,3.439719,53.69223,36.266361
Switzerland,1964,4158,GermanyCase,3.0813141,53.660713,36.266361
Switzerland,1965,4360,GermanyCase,3.4145169,55.158588,36.266361
Switzerland,1966,4575,GermanyCase,4.7761312,55.518734,36.266361
Switzerland,1967,4790,GermanyCase,4.0214782,54.613895,36.266361
Switzerland,1968,5138,GermanyCase,2.4123509,56.837097,36.266361
Switzerland,1969,5645,GermanyCase,2.489007,60.69416,36.266361
Switzerland,1970,6382,GermanyCase,3.6160271,63.589043,36.266361
Switzerland,1971,6938,GermanyCase,6.5730128,60.333889,35.986961
Switzerland,1972,7406,GermanyCase,6.660192,58.819286,35.707561
Switzerland,1973,7998,GermanyCase,8.7550411,59.547981,35.428162
Switzerland,1974,8800,GermanyCase,9.7667475,63.378422,35.148766
Switzerland,1975,8934,GermanyCase,6.6964531,56.723125,34.776234
Switzerland,1976,9368,GermanyCase,1.715862,60.432114,34.496834
Switzerland,1977,10240,GermanyCase,1.28527,66.902809,34.217438
Switzerland,1978,11003,GermanyCase,1.055814,64.06974,33.938038
Switzerland,1979,12189,GermanyCase,3.6476431,67.314102,33.658638
Switzerland,1980,13853,GermanyCase,4.0220261,72.832115,32.869999
Switzerland,1981,15338,GermanyCase,6.4902191,72.369865,32.689999
Switzerland,1982,15963,GermanyCase,5.6552119,67.87426,32.200001
Switzerland,1983,16611,GermanyCase,2.9676869,68.349434,31.9
Switzerland,1984,17710,GermanyCase,2.9112079,72.168221,31.92
Switzerland,1985,18812,GermanyCase,3.429986,74.652412,32.009998
Switzerland,1986,19458,GermanyCase,0.74074072,70.621994,31.889999
Switzerland,1987,20120,GermanyCase,1.447964,69.582191,31.459999
Switzerland,1988,21334,GermanyCase,1.884478,71.420036,31.610001
Switzerland,1989,22965,GermanyCase,3.1629641,75.544891,31.690001
Switzerland,1990,24518,GermanyCase,5.3787398,72.00161,31.34
Switzerland,1991,24840,GermanyCase,5.8793921,68.58638,30.790001
Switzerland,1992,25141,GermanyCase,4.0410762,67.868607,29.99
Switzerland,1993,25427,GermanyCase,3.2717969,66.710213,29.58
Switzerland,1994,26031,GermanyCase,0.85840708,66.585632,30.41
Switzerland,1995,26485,GermanyCase,1.798719,66.157257,29.83
Switzerland,1996,26394,GermanyCase,0.81882441,67.940277,28.809999
Switzerland,1997,27850,GermanyCase,0.52150118,75.340652,28.190001
Switzerland,1998,28835,GermanyCase,0.0170097,75.340652,27.43
Switzerland,1999,28887,GermanyCase,0.82482988,75.340652,27.43
Switzerland,2000,30461,GermanyCase,1.5433919,75.340652,26.76
Switzerland,2001,30806,GermanyCase,0.98837209,75.340652,27.35
Switzerland,2002,32751,GermanyCase,0.64150012,75.340652,26.780001
Switzerland,2003,33516,GermanyCase,0.6292392,75.340652,26.450001
Japan,1960,1010,GermanyCase,5.404726,20.954344,45.170719
Japan,1961,1143,GermanyCase,5.404726,20.123087,45.170719
Japan,1962,1262,GermanyCase,6.7731929,18.671103,45.170719
Japan,1963,1374,GermanyCase,7.6613798,18.86199,45.170719
Japan,1964,1546,GermanyCase,3.8381741,19.13273,45.170719
Japan,1965,1647,GermanyCase,6.5934072,19.600803,45.170719
Japan,1966,1889,GermanyCase,5.0796628,19.557243,45.170719
Japan,1967,2133,GermanyCase,3.977881,19.05209,45.170719
Japan,1968,2496,GermanyCase,5.3697028,19.074675,45.170719
Japan,1969,2917,GermanyCase,5.2425919,19.484798,45.170719
Japan,1970,3293,GermanyCase,7.6732669,20.330492,45.170719
Japan,1971,3575,GermanyCase,6.4169722,20.702047,45.170719
Japan,1972,3988,GermanyCase,4.8240218,18.85861,44.578239
Japan,1973,4491,GermanyCase,11.64593,20.046917,45.357731
Japan,1974,4778,GermanyCase,23.15457,27.945053,43.6329
Japan,1975,5300,GermanyCase,11.78279,25.552427,41.405479
Japan,1976,5768,GermanyCase,9.3492212,26.312096,41.4841
Japan,1977,6344,GermanyCase,8.1587038,24.552519,40.436939
Japan,1978,7084,GermanyCase,4.2107978,20.499784,40.692162
Japan,1979,8027,GermanyCase,3.730788,24.038239,40.600471
Japan,1980,8931,GermanyCase,7.778707,28.280386,41.000149
Japan,1981,9986,GermanyCase,4.9113078,28.649031,40.91642
Japan,1982,10813,GermanyCase,2.7369759,28.356134,40.320621
Japan,1983,11346,GermanyCase,1.882329,26.096989,39.47266
Japan,1984,12064,GermanyCase,2.27158,27.261158,39.834511
Japan,1985,12978,GermanyCase,2.0236919,25.541183,39.59441
Japan,1986,13590,GermanyCase,0.61925489,18.744871,39.012459
Japan,1987,14425,GermanyCase,0.125012,17.556202,38.94236
Japan,1988,15862,GermanyCase,0.67230117,17.794943,39.111771
Japan,1989,17269,GermanyCase,2.2800989,19.78006,39.04401
Japan,1990,18815,GermanyCase,3.0594161,20.64731,39.36253
Japan,1991,20055,GermanyCase,3.2401121,18.730829,39.023548
Japan,1992,20648,GermanyCase,1.72701,17.882681,37.858841
Japan,1993,21122,GermanyCase,1.28404,16.311211,36.380058
Japan,1994,21757,GermanyCase,0.70620269,16.44124,34.927731
Japan,1995,22551,GermanyCase,-0.12673201,17.31402,34.21719
Japan,1996,23714,GermanyCase,0.1353523,19.33235,33.91785
Japan,1997,24478,GermanyCase,1.731858,20.999901,33.713951
Japan,1998,24429,GermanyCase,0.65603721,21.144987,32.704552
Japan,1999,24709,GermanyCase,-0.33825591,21.144987,32.42955
Japan,2000,26015,GermanyCase,-0.67052978,21.144987,32.231159
Japan,2001,26619,GermanyCase,-0.73339438,21.144987,30.96192
Japan,2002,27196,GermanyCase,-0.91512048,21.144987,30.39852
Japan,2003,28071,GermanyCase,-0.2541942,21.144987,30.39852
Greece,1960,707,GermanyCase,1.934236,21.312531,36.11808
Greece,1961,1028,GermanyCase,1.934236,21.172319,36.11808
Greece,1962,1049,GermanyCase,-0.37950659,21.926023,36.11808
Greece,1963,1188,GermanyCase,2.8571429,23.088087,36.11808
Greece,1964,1316,GermanyCase,0.92592591,23.294668,36.11808
Greece,1965,1492,GermanyCase,3.119266,24.24564,36.11808
Greece,1966,1634,GermanyCase,4.9822059,24.71656,36.11808
Greece,1967,1754,GermanyCase,1.6949151,23.642069,36.11808
Greece,1968,1967,GermanyCase,0.33333331,23.103203,36.11808
Greece,1969,2298,GermanyCase,2.491694,23.465282,36.11808
Greece,1970,2631,GermanyCase,2.9173419,23.462626,36.11808
Greece,1971,2988,GermanyCase,2.992126,23.728756,36.11808
Greece,1972,3383,GermanyCase,4.2813449,26.185028,36.32357
Greece,1973,3844,GermanyCase,15.54252,32.533947,36.534939
Greece,1974,3907,GermanyCase,26.903549,34.340809,34.111149
Greece,1975,4505,GermanyCase,13.36667,35.980827,33.06773
Greece,1976,5024,GermanyCase,13.31226,35.668255,33.04417
Greece,1977,5417,GermanyCase,12.16996,34.588295,33.730728
Greece,1978,6138,GermanyCase,12.53253,34.652,32.863369
Greece,1979,6781,GermanyCase,19.04615,35.082428,34.108978
Greece,1980,7374,GermanyCase,24.874809,38.590443,32.9426
Greece,1981,7870,GermanyCase,24.45896,39.115353,32.571678
Greece,1982,8204,GermanyCase,20.91898,38.697323,30.660641
Greece,1983,8388,GermanyCase,20.241671,40.974976,31.3106
Greece,1984,8834,GermanyCase,18.448959,42.330807,30.461729
Greece,1985,9297,GermanyCase,19.302561,44.363792,30.45694
Greece,1986,9525,GermanyCase,23.02109,43.68021,31.09042
Greece,1987,9548,GermanyCase,16.384951,46.111313,29.960991
Greece,1988,10277,GermanyCase,13.52675,44.246845,29.374809
Greece,1989,11036,GermanyCase,13.7,45.670357,28.5359
Greece,1990,11405,GermanyCase,20.40457,44.881191,28.196739
Greece,1991,11971,GermanyCase,19.472851,43.14999,26.528021
Greece,1992,12198,GermanyCase,15.8659,43.44936,25.66123
Greece,1993,12166,GermanyCase,14.41449,41.309959,25.50778
Greece,1994,12566,GermanyCase,10.92279,40.28257,24.36351
Greece,1995,12991,GermanyCase,8.9370565,40.818081,23.086691
Greece,1996,13418,GermanyCase,8.1962194,40.40134,23.02569
Greece,1997,14127,GermanyCase,5.5389729,39.684841,21.59255
Greece,1998,14665,GermanyCase,4.7662258,39.684841,22.343321
Greece,1999,15213,GermanyCase,2.6367829,39.684841,22.295839
Greece,2000,16272,GermanyCase,3.150125,39.684841,22.828011
Greece,2001,17332,GermanyCase,3.3749959,39.684841,23.48645
Greece,2002,19119,GermanyCase,3.6292281,39.684841,23.21043
Greece,2003,20479,GermanyCase,3.5305569,39.684841,23.830009
Portugal,1960,728,GermanyCase,1.5490021,37.353939,35.13776
Portugal,1961,783,GermanyCase,1.5490021,39.982895,35.13776
Portugal,1962,848,GermanyCase,2.662071,38.321789,35.13776
Portugal,1963,905,GermanyCase,2.0215731,39.377365,35.13776
Portugal,1964,979,GermanyCase,3.4000001,50.419785,35.13776
Portugal,1965,1084,GermanyCase,3.4816251,52.902737,35.13776
Portugal,1966,1170,GermanyCase,5.0467291,52.805916,35.13776
Portugal,1967,1293,GermanyCase,5.5160141,51.549599,35.13776
Portugal,1968,1475,GermanyCase,6.070827,49.794838,35.13776
Portugal,1969,1592,GermanyCase,7.4025121,48.176414,35.13776
Portugal,1970,1916,GermanyCase,4.5333328,50.211582,35.13776
Portugal,1971,2153,GermanyCase,7.4960752,51.907047,35.13776
Portugal,1972,2420,GermanyCase,8.94487,53.733257,35.945591
Portugal,1973,2845,GermanyCase,10.35523,54.887608,35.963459
Portugal,1974,3048,GermanyCase,27.96842,62.633427,37.544479
Portugal,1975,3045,GermanyCase,20.408159,48.222168,35.211498
Portugal,1976,3407,GermanyCase,18.249901,43.775337,34.72538
Portugal,1977,3784,GermanyCase,27.191669,47.037315,34.724171
Portugal,1978,4120,GermanyCase,22.64299,47.753605,33.15321
Portugal,1979,4663,GermanyCase,23.53758,58.929958,31.947809
Portugal,1980,5263,GermanyCase,16.691891,62.97908,32.877769
Portugal,1981,5812,GermanyCase,20.04076,64.510567,33.93985
Portugal,1982,6263,GermanyCase,22.730221,64.730942,33.645222
Portugal,1983,6479,GermanyCase,25.10564,68.447182,34.496078
Portugal,1984,6570,GermanyCase,28.783331,74.853844,32.841808
Portugal,1985,6959,GermanyCase,19.645399,71.509995,32.822578
Portugal,1986,7414,GermanyCase,11.76311,62.800735,30.644541
Portugal,1987,8126,GermanyCase,9.3431482,69.239014,30.372629
Portugal,1988,9057,GermanyCase,9.6970482,73.429176,32.47451
Portugal,1989,10042,GermanyCase,12.61655,75.041565,32.344391
Portugal,1990,10894,GermanyCase,13.37246,75.17775,31.71348
Portugal,1991,11783,GermanyCase,10.92623,69.90818,30.284439
Portugal,1992,12219,GermanyCase,8.9416666,65.14225,30.2792
Portugal,1993,12236,GermanyCase,6.5019512,62.448689,29.60257
Portugal,1994,12614,GermanyCase,5.2143941,65.605721,30.643669
Portugal,1995,13413,GermanyCase,4.123148,68.574448,31.498079
Portugal,1996,13974,GermanyCase,3.120697,69.221817,31.741541
Portugal,1997,14804,GermanyCase,2.161612,71.549889,31.63949
Portugal,1998,15401,GermanyCase,2.71644,71.549889,31.13629
Portugal,1999,16363,GermanyCase,2.3038859,71.549889,30.41585
Portugal,2000,17353,GermanyCase,2.8467209,71.549889,29.99342
Portugal,2001,18071,GermanyCase,4.3947568,71.549889,29.39245
Portugal,2002,18799,GermanyCase,3.5450521,71.549889,28.688181
Portugal,2003,17603,GermanyCase,3.2833331,71.549889,28.688181
Spain,1960,1074,GermanyCase,2.005919,16.249819,40.667221
Spain,1961,1201,GermanyCase,2.005919,17.638802,40.667221
Spain,1962,1335,GermanyCase,5.6347589,19.606129,40.667221
Spain,1963,1467,GermanyCase,8.8046274,19.67972,40.667221
Spain,1964,1554,GermanyCase,6.9501872,21.492392,40.667221
Spain,1965,1678,GermanyCase,13.23638,22.708794,40.667221
Spain,1966,1841,GermanyCase,6.1941152,23.890324,40.667221
Spain,1967,1954,GermanyCase,6.4145751,21.74692,40.667221
Spain,1968,2160,GermanyCase,4.963315,24.657402,40.667221
Spain,1969,2447,GermanyCase,2.1244521,26.033092,40.667221
Spain,1970,2715,GermanyCase,5.757617,27.450756,40.667221
Spain,1971,2951,GermanyCase,8.2360411,27.574125,40.667221
Spain,1972,3293,GermanyCase,8.2893658,28.926592,41.693291
Spain,1973,3710,GermanyCase,11.39021,29.886894,42.23267
Spain,1974,4227,GermanyCase,15.71734,33.602974,43.172298
Spain,1975,4600,GermanyCase,16.925659,30.851402,42.083221
Spain,1976,4965,GermanyCase,17.629311,31.890625,41.384251
Spain,1977,5364,GermanyCase,24.52669,30.979395,40.521809
Spain,1978,5761,GermanyCase,19.78421,29.520868,39.432571
Spain,1979,6188,GermanyCase,15.66901,29.62632,38.965611
Spain,1980,6856,GermanyCase,15.54989,33.522945,38.567551
Spain,1981,7447,GermanyCase,14.55704,37.425205,37.673019
Spain,1982,7957,GermanyCase,14.40796,38.388615,37.06181
Spain,1983,8378,GermanyCase,12.17745,41.893536,36.794498
Spain,1984,8812,GermanyCase,11.27433,43.44701,35.920799
Spain,1985,9259,GermanyCase,8.8175268,43.49968,36.209068
Spain,1986,9744,GermanyCase,8.7965031,37.577763,36.654301
Spain,1987,10542,GermanyCase,5.2462592,38.542778,36.09407
Spain,1988,11434,GermanyCase,4.8404789,38.839157,35.9314
Spain,1989,12417,GermanyCase,6.7914681,39.452454,36.218159
Spain,1990,13365,GermanyCase,6.7179399,37.502689,35.47665
Spain,1991,14152,GermanyCase,5.9353271,37.407082,34.688511
Spain,1992,14564,GermanyCase,5.925724,38.03965,32.8619
Spain,1993,14699,GermanyCase,4.5686359,39.409481,31.168209
Spain,1994,15325,GermanyCase,4.7184682,44.396439,30.55055
Spain,1995,16032,GermanyCase,4.6747532,47.852901,30.98291
Spain,1996,16720,GermanyCase,3.558506,50.073299,30.45867
Spain,1997,17420,GermanyCase,1.970708,55.558651,30.441401
Spain,1998,18479,GermanyCase,1.833537,57.125301,30.196671
Spain,1999,19817,GermanyCase,2.310672,57.125301,29.989201
Spain,2000,21074,GermanyCase,3.4326141,57.125301,30.193701
Spain,2001,22257,GermanyCase,3.5911009,57.125301,29.928841
Spain,2002,23756,GermanyCase,3.066777,57.125301,29.684759
Spain,2003,24812,GermanyCase,3.033474,57.125301,29.586519
Australia,1960,2373,GermanyCase,2.5121319,31.266439,37.293591
Australia,1961,2346,GermanyCase,2.5121319,29.821074,37.293591
Australia,1962,2539,GermanyCase,-0.278474,30.158545,37.293591
Australia,1963,2717,GermanyCase,0.53057808,32.055397,37.293591
Australia,1964,2873,GermanyCase,2.3611109,31.527285,37.293591
Australia,1965,2973,GermanyCase,3.962008,31.035599,37.293591
Australia,1966,3230,GermanyCase,2.975724,29.973152,37.293591
Australia,1967,3404,GermanyCase,3.1939161,30.114193,37.293591
Australia,1968,3788,GermanyCase,2.6529109,28.348595,37.293591
Australia,1969,4162,GermanyCase,2.919359,29.821142,37.293591
Australia,1970,4490,GermanyCase,3.9060681,28.962433,37.293591
Australia,1971,4677,GermanyCase,6.0639958,27.807472,37.293591
Australia,1972,5013,GermanyCase,5.8649788,27.70299,36.80088
Australia,1973,5595,GermanyCase,9.4659224,29.440403,35.435848
Australia,1974,6024,GermanyCase,15.11014,31.638611,36.886761
Australia,1975,6683,GermanyCase,15.07196,28.900406,37.104549
Australia,1976,7140,GermanyCase,13.52391,31.207617,36.665291
Australia,1977,7482,GermanyCase,12.30024,30.863096,35.999359
Australia,1978,8272,GermanyCase,7.9236741,32.151321,35.652821
Australia,1979,9174,GermanyCase,9.0900011,34.958309,35.81057
Australia,1980,10203,GermanyCase,10.12658,33.861252,37.026699
Australia,1981,11513,GermanyCase,9.6917448,33.173725,35.924339
Australia,1982,11537,GermanyCase,11.14551,31.657738,34.743671
Australia,1983,12300,GermanyCase,10.11356,30.678139,34.825699
Australia,1984,13120,GermanyCase,3.9501851,34.640999,35.29966
Australia,1985,14019,GermanyCase,6.739049,35.246246,35.07288
Australia,1986,14537,GermanyCase,9.0845318,34.7444,32.777859
Australia,1987,15554,GermanyCase,8.4887457,34.723438,31.35881
Australia,1988,16524,GermanyCase,7.2317719,34.083694,29.875179
Australia,1989,17255,GermanyCase,7.5594249,34.358536,29.960911
Australia,1990,17322,GermanyCase,7.2722602,34.461769,28.966801
Australia,1991,17652,GermanyCase,3.2226801,35.23764,28.167999
Australia,1992,18496,GermanyCase,0.98591548,37.69257,27.971661
Australia,1993,19432,GermanyCase,1.81311,38.351791,28.00918
Australia,1994,20583,GermanyCase,1.894977,39.71843,28.139919
Australia,1995,21773,GermanyCase,4.6381359,40.153259,27.82765
Australia,1996,22562,GermanyCase,2.6124201,39.977379,27.10232
Australia,1997,23649,GermanyCase,0.25041741,42.1768,27.076691
Australia,1998,24853,GermanyCase,0.85345542,41.36496,26.283131
Australia,1999,26283,GermanyCase,1.465428,41.36496,26.190729
Australia,2000,27403,GermanyCase,4.475183,41.36496,25.566681
Australia,2001,28492,GermanyCase,4.3808408,41.36496,25.4391
Australia,2002,29819,GermanyCase,3.003171,41.36496,25.94952
Australia,2003,31273,GermanyCase,2.770735,41.36496,25.94952
New Zealand,1960,2545,GermanyCase,1.830283,52.548824,34.0294
New Zealand,1961,2659,GermanyCase,1.830283,52.944569,34.0294
New Zealand,1962,2713,GermanyCase,2.696079,48.803684,34.0294
New Zealand,1963,2866,GermanyCase,1.909308,53.844959,34.0294
New Zealand,1964,3001,GermanyCase,3.4348171,50.796028,34.0294
New Zealand,1965,3224,GermanyCase,3.3962259,44.781643,34.0294
New Zealand,1966,3481,GermanyCase,2.7737229,45.967167,34.0294
New Zealand,1967,3360,GermanyCase,6.107955,39.779766,34.0294
New Zealand,1968,3489,GermanyCase,4.283802,44.663773,34.0294
New Zealand,1969,3969,GermanyCase,4.8780489,46.908524,34.0294
New Zealand,1970,4136,GermanyCase,6.548347,48.324024,34.0294
New Zealand,1971,4438,GermanyCase,10.30303,45.481525,34.0294
New Zealand,1972,4780,GermanyCase,6.776557,47.43124,33.208939
New Zealand,1973,5335,GermanyCase,8.2332764,49.573406,32.451801
New Zealand,1974,6041,GermanyCase,11.25198,55.458515,35.516602
New Zealand,1975,6382,GermanyCase,14.52991,54.889248,34.529041
New Zealand,1976,6748,GermanyCase,16.79104,57.889282,34.712021
New Zealand,1977,6867,GermanyCase,14.58999,56.796474,32.954659
New Zealand,1978,7301,GermanyCase,11.89591,55.041866,32.50108
New Zealand,1979,7915,GermanyCase,13.70432,61.897545,32.65749
New Zealand,1980,8656,GermanyCase,17.09277,62.086811,32.18576
New Zealand,1981,9736,GermanyCase,15.34623,62.446667,34.01445
New Zealand,1982,10687,GermanyCase,16.1709,62.351555,34.555931
New Zealand,1983,11262,GermanyCase,7.35568,61.913372,33.403709
New Zealand,1984,12141,GermanyCase,6.2012138,70.573883,34.58643
New Zealand,1985,12556,GermanyCase,15.39404,64.612869,33.268139
New Zealand,1986,13085,GermanyCase,13.21782,55.481041,31.91995
New Zealand,1987,13402,GermanyCase,15.74115,52.397793,30.22941
New Zealand,1988,13569,GermanyCase,6.3751421,50.625256,28.587429
New Zealand,1989,14124,GermanyCase,7.490603,53.819305,29.19099
New Zealand,1990,14420,GermanyCase,5.506608,54.535011,27.921921
New Zealand,1991,14252,GermanyCase,1.670146,56.428131,27.339199
New Zealand,1992,14679,GermanyCase,1.0266941,61.140541,27.11838
New Zealand,1993,15605,GermanyCase,1.4227639,59.26334,27.06921
New Zealand,1994,16686,GermanyCase,2.40481,60.43647,27.76848
New Zealand,1995,17402,GermanyCase,3.7398369,58.596111,26.99032
New Zealand,1996,17879,GermanyCase,2.298851,57.031071,26.742161
New Zealand,1997,18510,GermanyCase,1.174668,57.132099,26.50679
New Zealand,1998,18669,GermanyCase,1.2872289,57.132099,25.276569
New Zealand,1999,19937,GermanyCase,-0.1245951,57.132099,25.51298
New Zealand,2000,20789,GermanyCase,2.619761,57.132099,25.291679
New Zealand,2001,21825,GermanyCase,2.6258211,57.132099,25.291679
New Zealand,2002,22662,GermanyCase,2.6770909,57.132099,25.291679
New Zealand,2003,23728,GermanyCase,1.753576,57.132099,25.291679
